#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
HTR1B	ADCY8	1855143	1847008	ENSP00000358963	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.045	0.900
GABRR1	GRIK3	1860984	1855828	ENSP00000412673	ENSP00000362183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.433	0.433
GLRB	GLRA2	1845545	1842690	ENSP00000264428	ENSP00000218075	0.000	0.000	0.000	0.928	0.000	0.000	0.900	0.659	0.904
DDC	HTR2B	1853612	1844597	ENSP00000350616	ENSP00000258400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
FOXO3	CDKN2B	1852227	1846519	ENSP00000339527	ENSP00000276925	0.000	0.000	0.000	0.000	0.000	0.073	0.900	0.281	0.927
ATP1A2	ANK2	1854129	1853464	ENSP00000354490	ENSP00000349588	0.000	0.000	0.000	0.000	0.112	0.278	0.000	0.256	0.481
GNG2	ADORA2B	1851723	1848647	ENSP00000334448	ENSP00000304501	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.104	0.906
HTR5A	HTR3B	1847093	1844762	ENSP00000287907	ENSP00000260191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
GABRG1	GABRA1	1847575	1842192	ENSP00000295452	ENSP00000023897	0.000	0.000	0.000	0.923	0.000	0.082	0.540	0.776	0.585
FTO	MTNR1B	1861383	1844486	ENSP00000418823	ENSP00000257068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.658	0.658
CHRM4	GRM6	1860789	1843281	ENSP00000409378	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.222	0.918
GABRQ	GABRG3	1855216	1851410	ENSP00000359329	ENSP00000331912	0.000	0.000	0.000	0.829	0.000	0.000	0.540	0.310	0.562
HTR1E	GRM6	1848996	1843281	ENSP00000307766	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
CNTNAP5	CNTN3	1860131	1845387	ENSP00000399013	ENSP00000263665	0.000	0.000	0.000	0.000	0.144	0.000	0.000	0.749	0.776
ADRB2	IL1B	1848724	1845335	ENSP00000305372	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.216	0.653
HTR1F	BDKRB2	1850496	1848988	ENSP00000322924	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRIN2C	GRM1	1847389	1846816	ENSP00000293190	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.716	0.733
DLG2	GRIK3	1856435	1855828	ENSP00000365272	ENSP00000362183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.442	0.442
CIT	MDK	1858014	1853909	ENSP00000376306	ENSP00000352852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.417
DLG3	GRIA2	1856101	1845544	ENSP00000363480	ENSP00000264426	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.580	0.720
AGT	GRM6	1854424	1843281	ENSP00000355627	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNP	MBP	1858137	1857547	ENSP00000377470	ENSP00000372025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.723
MCHR2	CHRM3	1846744	1844372	ENSP00000281806	ENSP00000255380	0.000	0.000	0.000	0.631	0.000	0.000	0.900	0.073	0.901
ADRB1	ADM	1854995	1846549	ENSP00000358301	ENSP00000278175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
ADRA1A	CCKBR	1857247	1851860	ENSP00000369960	ENSP00000335544	0.000	0.000	0.000	0.644	0.000	0.000	0.900	0.000	0.900
CAMK2A	GRIN2D	1858598	1845322	ENSP00000381412	ENSP00000263269	0.000	0.000	0.000	0.000	0.000	0.082	0.900	0.363	0.936
HTR2A	HCRTR2	1856916	1855363	ENSP00000367959	ENSP00000359899	0.000	0.000	0.000	0.661	0.000	0.000	0.900	0.210	0.905
CTLA4	IL2	1848585	1843096	ENSP00000303939	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.756	0.756
L1CAM	APP	1855168	1846936	ENSP00000359074	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.632
ADCYAP1R1	GHRHR	1858376	1850214	ENSP00000379514	ENSP00000320180	0.000	0.000	0.000	0.915	0.000	0.000	0.900	0.413	0.903
GAD1	ALDH5A1	1853649	1849725	ENSP00000350928	ENSP00000314649	0.000	0.000	0.000	0.000	0.069	0.097	0.000	0.544	0.583
GDNF	CREM	1860755	1845738	ENSP00000409007	ENSP00000265372	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
GRIP1	GRM7	1858557	1853578	ENSP00000381098	ENSP00000350348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.439
FOXO3	CAT	1852227	1843587	ENSP00000339527	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.632	0.961
EGFR	EREG	1846445	1843742	ENSP00000275493	ENSP00000244869	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.960	0.998
MAOB	ACHE	1856806	1848506	ENSP00000367309	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.560	0.560
GPRIN2	CPLX2	1856093	1853863	ENSP00000363433	ENSP00000352544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
DLG1	GSK3A	1852968	1842910	ENSP00000345731	ENSP00000222330	0.462	0.000	0.000	0.000	0.000	0.077	0.000	0.166	0.549
GSTT1	CAT	1843934	1843587	ENSP00000248935	ENSP00000241052	0.000	0.000	0.000	0.000	0.115	0.000	0.000	0.481	0.522
GRM4	HTR1B	1856056	1855143	ENSP00000363296	ENSP00000358963	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.233	0.920
GRM5	GNRH1	1848814	1846491	ENSP00000306138	ENSP00000276414	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CRHR2	LHCGR	1852388	1847515	ENSP00000340943	ENSP00000294954	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.146	0.910
CNR1	BDKRB1	1855040	1842613	ENSP00000358511	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.066	0.902
DLG1	GPR125	1852968	1851783	ENSP00000345731	ENSP00000334952	0.000	0.000	0.000	0.000	0.000	0.598	0.000	0.162	0.649
ADCY2	CRHR2	1852643	1852388	ENSP00000342952	ENSP00000340943	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DPP10	HLA-G	1858074	1853986	ENSP00000376855	ENSP00000353472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
CAT	EGR1	1843587	1843543	ENSP00000241052	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.475	0.498
APP	CHL1	1846936	1844445	ENSP00000284981	ENSP00000256509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.691	0.692
HTR2A	HCRTR1	1856916	1855973	ENSP00000367959	ENSP00000362810	0.000	0.000	0.000	0.660	0.000	0.000	0.900	0.097	0.901
ADCY9	KNG1	1847461	1845668	ENSP00000294016	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.081	0.904
GABRG3	GABRP	1851410	1845718	ENSP00000331912	ENSP00000265294	0.000	0.000	0.000	0.827	0.000	0.000	0.540	0.583	0.584
AGT	GRP	1854424	1844471	ENSP00000355627	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.163	0.912
CACNA1A	CACNB2	1853970	1850200	ENSP00000353362	ENSP00000320025	0.000	0.000	0.000	0.000	0.000	0.107	0.360	0.613	0.759
CAMK2B	DLG1	1858327	1852968	ENSP00000379098	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.107	0.900	0.628	0.963
GRM4	ADORA3	1856056	1855085	ENSP00000363296	ENSP00000358730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.117	0.907
CNR2	MTNR1B	1856124	1844486	ENSP00000363596	ENSP00000257068	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.102	0.906
ADRA2C	DRD4	1859088	1842327	ENSP00000386069	ENSP00000176183	0.000	0.000	0.000	0.713	0.000	0.000	0.900	0.438	0.911
GRIK4	GRIN2D	1860452	1845322	ENSP00000404063	ENSP00000263269	0.000	0.000	0.000	0.644	0.000	0.000	0.540	0.659	0.645
HLA-A	HLA-G	1856558	1853986	ENSP00000366005	ENSP00000353472	0.000	0.000	0.000	0.985	0.000	0.000	0.540	0.700	0.544
GABRA4	GLRA2	1845523	1842690	ENSP00000264318	ENSP00000218075	0.000	0.000	0.000	0.862	0.000	0.000	0.540	0.425	0.565
HTR7	CAT	1852055	1843587	ENSP00000337949	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
GPX1	IGF1	1860659	1848439	ENSP00000407375	ENSP00000302665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.842
GDNF	NCAM1	1860755	1850053	ENSP00000409007	ENSP00000318472	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.195	0.916
CHRM4	GAL	1860789	1845782	ENSP00000409378	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.047	0.900
CAT	MAPK1	1843587	1842512	ENSP00000241052	ENSP00000215832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
DRD3	BDKRB1	1857726	1842613	ENSP00000373169	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.092	0.905
GABBR1	GABRB1	1856594	1847577	ENSP00000366233	ENSP00000295454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.632
CDC25B	GSK3A	1843788	1842910	ENSP00000245960	ENSP00000222330	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.600	0.680
GRIK4	GRIA4	1860452	1846800	ENSP00000404063	ENSP00000282499	0.000	0.000	0.000	0.857	0.000	0.000	0.540	0.727	0.587
GRM7	GRIA3	1853578	1845529	ENSP00000350348	ENSP00000264357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.404
ANGPT1	ADM	1861743	1846549	ENSP00000428340	ENSP00000278175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
CNR2	GAL	1856124	1845782	ENSP00000363596	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.079	0.903
AVP	AGTR1	1857196	1846323	ENSP00000369647	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.472	0.944
ACHE	APOE	1848506	1844127	ENSP00000303211	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.562	0.562
ADCY2	CCR6	1852643	1852212	ENSP00000342952	ENSP00000339393	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
BDKRB2	CHRM1	1848988	1848849	ENSP00000307713	ENSP00000306490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.243	0.921
GRM4	ADCY3	1856056	1844803	ENSP00000363296	ENSP00000260600	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.090	0.905
GNG2	CHRM1	1851723	1848849	ENSP00000334448	ENSP00000306490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.222	0.918
GRM3	GRIN3A	1854350	1854310	ENSP00000355316	ENSP00000355155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.537
CRHR2	MC5R	1852388	1850008	ENSP00000340943	ENSP00000318077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.140	0.910
MTHFD1	GNL3	1862707	1859893	ENSP00000450560	ENSP00000395772	0.118	0.000	0.000	0.000	0.165	0.312	0.000	0.000	0.449
HLA-G	HLA-DQA1	1853986	1852213	ENSP00000353472	ENSP00000339398	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.434	0.448
GRM7	HTR1A	1853578	1849859	ENSP00000350348	ENSP00000316244	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.369	0.934
CREB1	CSNK1E	1859295	1853917	ENSP00000387699	ENSP00000352929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.722	0.723
CACNA1B	ANK2	1855467	1853464	ENSP00000360406	ENSP00000349588	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.784	0.794
HTR5A	GALR3	1847093	1843944	ENSP00000287907	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.043	0.900
HCRTR1	APP	1855973	1846936	ENSP00000362810	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.208	0.917
CFH	CRP	1854590	1844348	ENSP00000356399	ENSP00000255030	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.067	0.587
GABRA2	GABRA4	1853367	1845523	ENSP00000348897	ENSP00000264318	0.000	0.000	0.000	0.955	0.000	0.000	0.900	0.747	0.903
GRIN1	BSN	1855505	1847731	ENSP00000360608	ENSP00000296452	0.000	0.000	0.000	0.000	0.000	0.303	0.000	0.358	0.533
GRIK4	GRIN2C	1860452	1847389	ENSP00000404063	ENSP00000293190	0.000	0.000	0.000	0.643	0.000	0.000	0.540	0.634	0.641
MC5R	DRD5	1850008	1848813	ENSP00000318077	ENSP00000306129	0.000	0.000	0.000	0.654	0.000	0.000	0.900	0.102	0.902
CNR2	BDKRB2	1856124	1848988	ENSP00000363596	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.079	0.904
GAD1	ASCL1	1853649	1845903	ENSP00000350928	ENSP00000266744	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.598	0.598
MDK	CREM	1853909	1845738	ENSP00000352852	ENSP00000265372	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.741	0.741
ACE	BDKRB1	1847260	1842613	ENSP00000290866	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.440
ATF4	CREBBP	1851927	1845124	ENSP00000336790	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.944	0.800	0.435	0.993
CAMKK2	YWHAE	1849573	1845524	ENSP00000312741	ENSP00000264335	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.144	0.416
AVP	HTR6	1857196	1847186	ENSP00000369647	ENSP00000289753	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.119	0.908
ADCY2	DRD4	1852643	1842327	ENSP00000342952	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.056	0.901
HCRTR2	CHRM1	1855363	1848849	ENSP00000359899	ENSP00000306490	0.000	0.000	0.000	0.627	0.000	0.000	0.900	0.073	0.901
AVPR1A	GNRH2	1848027	1843789	ENSP00000299178	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CAT	IL2	1843587	1843096	ENSP00000241052	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
ATF4	ATF2	1851927	1845482	ENSP00000336790	ENSP00000264110	0.000	0.000	0.000	0.000	0.000	0.500	0.800	0.794	0.977
GRM7	GRM8	1853578	1852779	ENSP00000350348	ENSP00000344173	0.000	0.000	0.000	0.983	0.000	0.000	0.900	0.871	0.901
GRM4	MTNR1B	1856056	1844486	ENSP00000363296	ENSP00000257068	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
MC5R	HTR6	1850008	1847186	ENSP00000318077	ENSP00000289753	0.000	0.000	0.000	0.647	0.000	0.000	0.900	0.000	0.900
ADRB1	HTR6	1854995	1847186	ENSP00000358301	ENSP00000289753	0.000	0.000	0.000	0.799	0.000	0.000	0.900	0.062	0.900
NCOA2	AKT1	1860191	1846136	ENSP00000399968	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.836	0.836
ERBB4	EGFR	1852571	1846445	ENSP00000342235	ENSP00000275493	0.000	0.000	0.000	0.952	0.000	0.911	0.900	0.980	0.991
KCNQ2	CACNA1C	1853793	1845866	ENSP00000352035	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.444	0.473
HTR1E	HTR5A	1848996	1847093	ENSP00000307766	ENSP00000287907	0.000	0.000	0.000	0.846	0.000	0.000	0.900	0.745	0.911
ADRA2A	MCHR1	1846654	1843943	ENSP00000280155	ENSP00000249016	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.000	0.900
DRD1	HTR6	1850948	1847186	ENSP00000327652	ENSP00000289753	0.000	0.000	0.000	0.809	0.000	0.000	0.900	0.319	0.905
DNMT1	BCL2	1853859	1851168	ENSP00000352516	ENSP00000329623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
AVPR1A	AGTR1	1848027	1846323	ENSP00000299178	ENSP00000273430	0.000	0.000	0.000	0.642	0.000	0.000	0.900	0.397	0.913
MYO5B	CSNK2A1	1846944	1842650	ENSP00000285039	ENSP00000217244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
HTR4	GNAL	1854053	1851667	ENSP00000353915	ENSP00000334051	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
FKBP5	HSPA4	1852076	1848476	ENSP00000338160	ENSP00000302961	0.000	0.000	0.000	0.000	0.281	0.129	0.000	0.355	0.561
MMP3	IL4	1848108	1843288	ENSP00000299855	ENSP00000231449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
GRM2	HTR2A	1858262	1856916	ENSP00000378492	ENSP00000367959	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.668	0.853
MT-ND2	MT-ND4L	1854286	1854205	ENSP00000355046	ENSP00000354728	0.462	0.000	0.000	0.000	0.482	0.673	0.900	0.940	0.999
CAMK2B	CACNG2	1858327	1848138	ENSP00000379098	ENSP00000300105	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.149	0.911
GNAS	GNB3	1855402	1843188	ENSP00000360141	ENSP00000229264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.444
HNF4A	EGR1	1849587	1843543	ENSP00000312987	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
GSTM1	ABCB1	1849425	1845794	ENSP00000311469	ENSP00000265724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
CAMK2B	MAPK1	1858327	1842512	ENSP00000379098	ENSP00000215832	0.000	0.000	0.000	0.702	0.000	0.160	0.900	0.371	0.921
GABRA3	GABRB1	1855218	1847577	ENSP00000359334	ENSP00000295454	0.000	0.000	0.000	0.838	0.000	0.076	0.900	0.679	0.914
CASP3	EGFR	1849375	1846445	ENSP00000311032	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
CACNA2D4	NALCN	1857562	1844040	ENSP00000372169	ENSP00000251127	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.407	0.426
CYP3A4	ESR1	1852052	1842435	ENSP00000337915	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
CNR2	GALR3	1856124	1843944	ENSP00000363596	ENSP00000249041	0.000	0.000	0.000	0.631	0.000	0.000	0.900	0.000	0.900
HLA-DRB1	DCTN5	1853944	1848133	ENSP00000353099	ENSP00000300087	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HSP90B1	IL6	1848102	1844631	ENSP00000299767	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
HTR4	CRH	1854053	1846502	ENSP00000353915	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.413	0.938
CRH	GNRHR	1846502	1843089	ENSP00000276571	ENSP00000226413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.871	0.871
IL10	MMP9	1860958	1855661	ENSP00000412237	ENSP00000361405	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
GLRB	GABRA1	1845545	1842192	ENSP00000264428	ENSP00000023897	0.000	0.000	0.000	0.804	0.000	0.000	0.540	0.504	0.583
GALR2	APP	1851174	1846936	ENSP00000329684	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADCY9	ADRA2A	1847461	1846654	ENSP00000294016	ENSP00000280155	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.088	0.904
GABRE	GABRA1	1855222	1842192	ENSP00000359353	ENSP00000023897	0.000	0.000	0.000	0.875	0.000	0.000	0.540	0.563	0.571
GRIK2	GRIA1	1859983	1846982	ENSP00000397026	ENSP00000285900	0.000	0.000	0.000	0.900	0.000	0.807	0.540	0.975	0.916
GRIN2B	CHL1	1846639	1844445	ENSP00000279593	ENSP00000256509	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.865	0.874
MBP	GAD2	1857547	1844680	ENSP00000372025	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
GRIK3	GRM3	1855828	1854350	ENSP00000362183	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.538	0.538
CREBBP	EGR2	1845124	1843629	ENSP00000262367	ENSP00000242480	0.000	0.000	0.000	0.000	0.000	0.103	0.900	0.235	0.925
DBI	HSPA5	1862158	1850618	ENSP00000440698	ENSP00000324173	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.440	0.480
ARNTL2	MAPK1	1845873	1842512	ENSP00000266503	ENSP00000215832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.607	0.607
HTR3A	HTR1A	1853212	1849859	ENSP00000347754	ENSP00000316244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	0.910
GRM3	GRIN2D	1854350	1845322	ENSP00000355316	ENSP00000263269	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.671	0.690
ANK2	CNTN6	1853464	1852517	ENSP00000349588	ENSP00000341882	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.726	0.743
MAGI2	CACNG2	1853022	1848138	ENSP00000346151	ENSP00000300105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.898	0.898
HTR1A	ACHE	1849859	1848506	ENSP00000316244	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
GALR2	HTR1F	1851174	1850496	ENSP00000329684	ENSP00000322924	0.000	0.000	0.000	0.634	0.000	0.000	0.900	0.139	0.903
EGFR	ERBB3	1846445	1845918	ENSP00000275493	ENSP00000267101	0.000	0.000	0.000	0.921	0.000	0.994	0.900	0.981	0.999
MAOB	HTR7	1856806	1852055	ENSP00000367309	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
CNR1	DRD2	1855040	1854237	ENSP00000358511	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.597	0.958
GRM4	GRIN2A	1856056	1851485	ENSP00000363296	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.693	0.710
HLA-B	GLO1	1860141	1855892	ENSP00000399168	ENSP00000362463	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.400
CREB1	MDK	1859295	1853909	ENSP00000387699	ENSP00000352852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.818	0.818
GABRR1	GABRE	1860984	1855222	ENSP00000412673	ENSP00000359353	0.000	0.000	0.000	0.801	0.000	0.000	0.540	0.571	0.590
HTR1A	MCHR2	1849859	1846744	ENSP00000316244	ENSP00000281806	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.125	0.903
ADCY9	GRM6	1847461	1843281	ENSP00000294016	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.192	0.915
CACNA1E	CACNB2	1854621	1850200	ENSP00000356545	ENSP00000320025	0.000	0.000	0.000	0.000	0.000	0.111	0.720	0.471	0.856
GCH1	CSNK2A1	1858303	1842650	ENSP00000378890	ENSP00000217244	0.000	0.000	0.000	0.000	0.000	0.574	0.000	0.000	0.574
CASP3	APP	1849375	1846936	ENSP00000311032	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.915	0.000	0.452	0.951
ADCY2	GALR3	1852643	1843944	ENSP00000342952	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CREM	EGR1	1845738	1843543	ENSP00000265372	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.638	0.638
GRM1	GRP	1846816	1844471	ENSP00000282753	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.201	0.916
GRM5	GABRB1	1848814	1847577	ENSP00000306138	ENSP00000295454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.441	0.441
HTR2C	HTR3B	1846478	1844762	ENSP00000276198	ENSP00000260191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.454
AKTIP	MEGF10	1858215	1846387	ENSP00000378152	ENSP00000274473	0.000	0.000	0.000	0.000	0.429	0.000	0.000	0.000	0.429
CNTNAP2	CNTN1	1854217	1850758	ENSP00000354778	ENSP00000325660	0.000	0.000	0.000	0.000	0.144	0.000	0.000	0.763	0.789
CCKBR	CHRM1	1851860	1848849	ENSP00000335544	ENSP00000306490	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.253	0.907
ADORA3	APP	1855085	1846936	ENSP00000358730	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CHRNB2	CHRNB3	1854806	1847198	ENSP00000357461	ENSP00000289957	0.000	0.000	0.000	0.918	0.000	0.000	0.720	0.682	0.735
ADM	IL6	1846549	1844631	ENSP00000278175	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
GRIK1	GRM3	1858771	1854350	ENSP00000382791	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.628	0.628
ATP2A2	AKT1	1862138	1846136	ENSP00000440045	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.417	0.439
CHRNB2	CHRNA9	1854806	1849558	ENSP00000357461	ENSP00000312663	0.000	0.000	0.000	0.835	0.000	0.000	0.360	0.580	0.419
CREB1	HTR1A	1859295	1849859	ENSP00000387699	ENSP00000316244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.794	0.795
GRIA1	LRRC7	1846982	1842202	ENSP00000285900	ENSP00000035383	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
BDKRB2	ADCY9	1848988	1847461	ENSP00000307713	ENSP00000294016	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.066	0.902
ARHGAP35	AKAP13	1859060	1854199	ENSP00000385720	ENSP00000354718	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.323	0.929
HTR7	GRM5	1852055	1848814	ENSP00000337949	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.520	0.520
HCRTR1	GRM5	1855973	1848814	ENSP00000362810	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.145	0.910
IL10	LEPR	1860958	1851253	ENSP00000412237	ENSP00000330393	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DLG3	HTR2C	1856101	1846478	ENSP00000363480	ENSP00000276198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.633
ADCYAP1R1	DRD5	1858376	1848813	ENSP00000379514	ENSP00000306129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.067	0.902
CACNG5	GRIA1	1848490	1846982	ENSP00000303092	ENSP00000285900	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.161	0.755
